-0.0453811,-0.0453811,-0.0453811
-0.0419536,-0.0419536,-0.0419536
-0.0417868,-0.0417868,-0.0417868
-0.0370072,-0.0370072,-0.0370072
-0.0294511,-0.0294511,-0.0294511
-0.0198127,-0.0198127,-0.0198127
-0.00468189,-0.00468189,-0.00468189
0.0146521,0.0146521,0.0146521
0.0348299,0.0348299,0.0348299
0.0566484,0.0566484,0.0566484
0.0800831,0.0800831,0.0800831
0.10219,0.10219,0.10219
0.12297,0.12297,0.12297
0.143156,0.143156,0.143156
0.159382,0.159382,0.159382
0.170288,0.170288,0.170288
0.179173,0.179173,0.179173
0.185306,0.185306,0.185306
0.186784,0.186784,0.186784
0.191447,0.191447,0.191447
0.146985,0.146985,0.146985
0.147538,0.147538,0.147538
0.147947,0.147947,0.147947
0.148209,0.148209,0.148209
0.148393,0.148393,0.148393
0.148438,0.148438,0.148438
0.14826,0.14826,0.14826
0.147978,0.147978,0.147978
0.147643,0.147643,0.147643
0.147324,0.147324,0.147324
0.147033,0.147033,0.147033
0.146704,0.146704,0.146704
0.14639,0.14639,0.14639
0.146148,0.146148,0.146148
0.146093,0.146093,0.146093
0.146137,0.146137,0.146137
0.146138,0.146138,0.146138
0.146116,0.146116,0.146116
0.146077,0.146077,0.146077
0.146024,0.146024,0.146024
0.145952,0.145952,0.145952
0.145822,0.145822,0.145822
0.145655,0.145655,0.145655
0.145455,0.145455,0.145455
0.145289,0.145289,0.145289
0.145118,0.145118,0.145118
0.144851,0.144851,0.144851
0.144589,0.144589,0.144589
0.144363,0.144363,0.144363
0.144196,0.144196,0.144196
0.144059,0.144059,0.144059
0.144144,0.144144,0.144144
0.144365,0.144365,0.144365
0.144717,0.144717,0.144717
0.145253,0.145253,0.145253
0.145848,0.145848,0.145848
0.146377,0.146377,0.146377
0.146831,0.146831,0.146831
0.147208,0.147208,0.147208
0.147483,0.147483,0.147483
0.147637,0.147637,0.147637
0.147637,0.147637,0.147637
0.147472,0.147472,0.147472
0.147144,0.147144,0.147144
0.146664,0.146664,0.146664
0.146066,0.146066,0.146066
0.14536,0.14536,0.14536
0.144535,0.144535,0.144535
0.143618,0.143618,0.143618
0.142668,0.142668,0.142668
0.141655,0.141655,0.141655
0.140803,0.140803,0.140803
0.140057,0.140057,0.140057
0.139395,0.139395,0.139395
0.138831,0.138831,0.138831
0.138338,0.138338,0.138338
0.137906,0.137906,0.137906
0.137483,0.137483,0.137483
0.137067,0.137067,0.137067
0.136672,0.136672,0.136672
0.136306,0.136306,0.136306
0.135971,0.135971,0.135971
0.135692,0.135692,0.135692
0.135483,0.135483,0.135483
0.135367,0.135367,0.135367
0.135376,0.135376,0.135376
0.135503,0.135503,0.135503
0.135727,0.135727,0.135727
0.136073,0.136073,0.136073
0.136606,0.136606,0.136606
0.137316,0.137316,0.137316
0.138122,0.138122,0.138122
0.13903,0.13903,0.13903
0.140028,0.140028,0.140028
0.141139,0.141139,0.141139
0.142329,0.142329,0.142329
0.143523,0.143523,0.143523
0.144637,0.144637,0.144637
0.145633,0.145633,0.145633
0.146509,0.146509,0.146509
0.147243,0.147243,0.147243
0.147828,0.147828,0.147828
0.148262,0.148262,0.148262
0.148541,0.148541,0.148541
0.148736,0.148736,0.148736
0.148805,0.148805,0.148805
0.148657,0.148657,0.148657
0.148394,0.148394,0.148394
0.148067,0.148067,0.148067
0.147747,0.147747,0.147747
0.147461,0.147461,0.147461
0.147136,0.147136,0.147136
0.146819,0.146819,0.146819
0.146555,0.146555,0.146555
0.146461,0.146461,0.146461
0.146497,0.146497,0.146497
0.146506,0.146506,0.146506
0.14648,0.14648,0.14648
0.146439,0.146439,0.146439
0.146389,0.146389,0.146389
0.146312,0.146312,0.146312
0.146195,0.146195,0.146195
0.146037,0.146037,0.146037
0.145841,0.145841,0.145841
0.145672,0.145672,0.145672
0.145507,0.145507,0.145507
0.145253,0.145253,0.145253
0.144994,0.144994,0.144994
0.14477,0.14477,0.14477
0.144604,0.144604,0.144604
0.144459,0.144459,0.144459
0.144504,0.144504,0.144504
0.144715,0.144715,0.144715
0.145039,0.145039,0.145039
