nan, 0.0030936, -0.0328576, -0.2184956, 249.0;
nan, 0.0031255, -0.0330524, -0.2192609, 249.0;
nan, 0.0031176, -0.0327452, -0.2198827, 249.0;
nan, 0.0030886, -0.0322878, -0.2206326, 249.0;
nan, 0.0030977, -0.0322850, -0.2212270, 249.0;
nan, 0.0030963, -0.0319389, -0.2219205, 249.0;
nan, 0.0030866, -0.0316967, -0.2225014, 249.0;
nan, 0.0031104, -0.0318403, -0.2231341, 249.0;
nan, 0.0030681, -0.0312730, -0.2236403, 249.0;
nan, 0.0031034, -0.0314777, -0.2242664, 250.0;
nan, 0.0030645, -0.0310144, -0.2249024, 249.0;
nan, 0.0030815, -0.0310401, -0.2253906, 249.0;
nan, 0.0030737, -0.0307466, -0.2259264, 250.0;
nan, 0.0030580, -0.0303480, -0.2264858, 249.0;
nan, 0.0030820, -0.0306193, -0.2268958, 250.0;
nan, 0.0030532, -0.0300598, -0.2274774, 250.0;
nan, 0.0030399, -0.0299375, -0.2279394, 249.0;
nan, 0.0030599, -0.0300788, -0.2285299, 250.0;
nan, 0.0030747, -0.0299807, -0.2289494, 249.0;
nan, 0.0030593, -0.0298473, -0.2294250, 250.0;
nan, 0.0030244, -0.0293064, -0.2299312, 250.0;
nan, 0.0030402, -0.0293858, -0.2303463, 249.0;
nan, 0.0030247, -0.0289977, -0.2308043, 250.0;
nan, 0.0030294, -0.0290662, -0.2312053, 249.0;
nan, 0.0030367, -0.0288034, -0.2316815, 249.0;
nan, 0.0030345, -0.0287254, -0.2320791, 250.0;
nan, 0.0030333, -0.0286609, -0.2324724, 249.0;
nan, 0.0030505, -0.0287184, -0.2328535, 249.0;
nan, 0.0030497, -0.0287243, -0.2332540, 250.0;
nan, 0.0030419, -0.0285035, -0.2336131, 249.0;
nan, 0.0030334, -0.0283473, -0.2339483, 249.0;
nan, 0.0029998, -0.0279658, -0.2343779, 249.0;
nan, 0.0030025, -0.0278627, -0.2347352, 249.0;
nan, 0.0030255, -0.0281760, -0.2350266, 249.0;
nan, 0.0030161, -0.0278060, -0.2354500, 249.0;
nan, 0.0030024, -0.0276092, -0.2357634, 250.0;
nan, 0.0030024, -0.0276042, -0.2361041, 249.0;
nan, 0.0029901, -0.0274357, -0.2364308, 249.0;
nan, 0.0030187, -0.0277272, -0.2368141, 249.0;
nan, 0.0030228, -0.0276236, -0.2370983, 250.0;
nan, 0.0029985, -0.0273569, -0.2373929, 249.0;
nan, 0.0029994, -0.0274773, -0.2377101, 249.0;
nan, 0.0029790, -0.0270455, -0.2378598, 250.0;
nan, 0.0029370, -0.0260277, -0.2444132, 249.0;
nan, 0.0029606, -0.0262197, -0.2446286, 250.0;
nan, 0.0029147, -0.0262286, -0.2448112, 249.0;
nan, 0.0029237, -0.0268126, -0.2453885, 250.0;
nan, 0.0029190, -0.0268305, -0.2455489, 250.0;
nan, 0.0029055, -0.0265097, -0.2457051, 249.0;
nan, 0.0029424, -0.0267429, -0.2458550, 249.0;
nan, 0.0029217, -0.0254039, -0.2465535, 249.0;
nan, 0.0028905, -0.0250137, -0.2466899, 249.0;
nan, 0.0029113, -0.0251217, -0.2468137, 250.0;
nan, 0.0028812, -0.0247405, -0.2469345, 250.0;
nan, 0.0029170, -0.0250756, -0.2469971, 249.0;
nan, 0.0028860, -0.0239407, -0.2475396, 249.0;
nan, 0.0028726, -0.0234798, -0.2476396, 249.0;
nan, 0.0028541, -0.0233526, -0.2477738, 249.0;
nan, 0.0028504, -0.0228752, -0.2481501, 241.0;
nan, 0.0028609, -0.0221210, -0.2483681, 249.0;
nan, 0.0028204, -0.0207277, -0.2485256, 249.0;
nan, 0.0028783, -0.0204660, -0.2486328, 249.0;
nan, 0.0028168, -0.0198972, -0.2486825, 249.0;
nan, 0.0028190, -0.0174352, -0.2490046, 250.0;
nan, 0.0028029, -0.0176092, -0.2490739, 249.0;
nan, 0.0028470, -0.0179069, -0.2491757, 249.0;
nan, 0.0028470, -0.0182086, -0.2494617, 251.0;
nan, 0.0028154, -0.0185817, -0.2496345, 250.0;
nan, 0.0028011, -0.0186927, -0.2497253, 250.0;
nan, 0.0028092, -0.0188510, -0.2498123, 249.0;
nan, 0.0027970, -0.0195429, -0.2500265, 250.0;
nan, 0.0027881, -0.0201443, -0.2501978, 250.0;
nan, 0.0028228, -0.0206385, -0.2502606, 249.0;
nan, 0.0027667, -0.0203146, -0.2503383, 250.0;
nan, 0.0027467, -0.0210694, -0.2506582, 249.0;
nan, 0.0027773, -0.0216341, -0.2508169, 249.0;
nan, 0.0027703, -0.0217382, -0.2509055, 249.0;
nan, 0.0027418, -0.0217463, -0.2509518, 245.0;
nan, 0.0027529, -0.0224245, -0.2511155, 250.0;
nan, 0.0027465, -0.0223152, -0.2511911, 250.0;
nan, 0.0027363, -0.0223566, -0.2512308, 249.0;
nan, 0.0027787, -0.0225747, -0.2512808, 249.0;
nan, 0.0027291, -0.0222371, -0.2513736, 249.0;
nan, 0.0027345, -0.0220371, -0.2514050, 249.0;
nan, 0.0027194, -0.0219096, -0.2515015, 249.0;
nan, 0.0027676, -0.0219491, -0.2515501, 249.0;
nan, 0.0027676, -0.0217634, -0.2516155, 248.0;
nan, 0.0027155, -0.0213643, -0.2516840, 249.0;
nan, 0.0027436, -0.0213961, -0.2518000, 250.0;
nan, 0.0027128, -0.0215089, -0.2518686, 250.0;
nan, 0.0027153, -0.0216710, -0.2519186, 249.0;
nan, 0.0027565, -0.0221709, -0.2519522, 249.0;
nan, 0.0027347, -0.0220233, -0.2519874, 249.0;
nan, 0.0027424, -0.0223228, -0.2520159, 249.0;
nan, 0.0026921, -0.0222140, -0.2521497, 249.0;
nan, 0.0027036, -0.0225027, -0.2522150, 250.0;
nan, 0.0027332, -0.0227844, -0.2523052, 249.0;
nan, 0.0027386, -0.0229823, -0.2523570, 249.0;
nan, 0.0027053, -0.0226432, -0.2524783, 249.0;
nan, 0.0026837, -0.0226137, -0.2525108, 249.0;
nan, 0.0027226, -0.0227012, -0.2525524, 249.0;
nan, 0.0026710, -0.0226045, -0.2525909, 249.0;
nan, 0.0026616, -0.0222822, -0.2526117, 249.0;
nan, 0.0026782, -0.0226895, -0.2527007, 249.0;
nan, 0.0026797, -0.0222255, -0.2527382, 249.0;
nan, 0.0026930, -0.0223033, -0.2527713, 249.0;
nan, 0.0027019, -0.0222647, -0.2528274, 254.0;
nan, 0.0026882, -0.0220757, -0.2528814, 249.0;
